id,label
15955,Fundação escola nacional de administração pública
15988,Fundo de investimentos setoriais
15988,Fiset
19686,Quadrilha qualificada
19686,Formação de quadrilha qualificada
16276,Homem médio
16276,Homem comum
13976,Ctb
13976,Código brasileiro de trânsito
13976,Código de trânsito brasileiro
14861,Obrigação em dinheiro
14861,Dívida de dinheiro
14861,Obrigação pecuniária
18629,Pe
18629,Estado de pernambuco
16461,Imunidade profissional do advogado
16461,Imunidade penal do advogado
16461,Imunidade penal judiciária do advogado
16457,Imunidade judicial
16457,Libertas conviciandi
13962,Cbt
13962,Código brasileiro de telecomunicações
12924,Ces
12924,Coeficiente de equiparação salarial
19451,Pat
19451,Programa de alimentação do trabalhador
20797,Situação de fato
20797,Estado de fato
16001,Fundo monetário internacional
16001,Fmi
19111,Autonomia patrimonial da sociedade
19111,Autonomia patrimonial da pessoa jurídica
13310,Conselho nacional de desenvolvimento científico e tecnológico
13310,Cnpq
15242,Esaf
15242,Escola de administração fazendária
16846,Intervalo para descanso
16846,Intervalo para repouso e alimentação
16846,Intervalo intrajornada
16228,Criminalidade habitual
16228,Habitualidade delitiva
11477,Estado de alagoas
11477,Al
11570,Am
11570,Estado do amazonas
11876,Associação latino-americana de livre comércio
11876,Alalc
11569,Ap
11569,Estado do amapá
15954,Fundação educacional do distrito federal
15954,Fedf
15098,Cessação
15098,Término
15957,Fgv
15957,Fundação getúlio vargas
12296,Ba
12296,Estado da bahia
21065,Sp
21065,Estado de são paulo
12326,Banco regional de desenvolvimento do extremo-sul
12326,Brde
12486,"Caixa de pecúlios, pensões e montepios beneficente"
12486,Capemi
12670,Fundamento da dívida
12670,Motivo da dívida
12670,Causa do débito
14069,Declaração de contribuições e tributos federais
14069,Dctf
12698,Ce
12698,Estado do ceará
11955,Ato passado
11955,Ato pretérito
12589,Carteira de identidade funcional
12589,Identidade funcional
13941,Central de liquidação e custódia de títulos privados
13941,Cetip
13941,Câmara de custódia e liquidação
12757,Certificado de registro de veículos
12757,Crv
12757,Certificado de registro do veículo
12758,Certificado de registro e licenciamento de veículos
12758,Certificado de registro e licenciamento do veículo
12758,Crlv
13028,Companhia de tecnologia de saneamento ambiental
13028,Companhia ambiental do estado de são paulo
13028,Cetesb
16094,Governo do distrito federal
16094,Gdf
12325,Banco regional de brasília
12325,Banco de brasília
12325,Brb
13993,Consul ad-honorem
13993,Consul electi
19325,Pad
19325,Processo administrativo disciplinar
16090,Go
16090,Estado de goiás
14833,Duplicata sem lastro
14833,Duplicata fria
13325,Conselho nacional de petróleo
13325,Cnp
13325,Conselho nacional do petróleo
18709,Pi
18709,Estado do piauí
13317,Conselho nacional de política fazendária
13317,Confaz
13222,Confederação nacional dos estabelecimentos de ensino
13222,Confenen
12760,Certificado de regularidade de situação jurídico-fiscal
12760,Certificado de regularidade de situação
12760,Certificado de regularidade jurídico-fiscal
12760,Certificado de regularidade fiscal
12760,Crjf
14019,Trauma psicológico
14019,Trauma psíquico
14019,Dano psíquico
15990,Fundo de manutenção e desenvolvimento do ensino fundamental e de valorização do magistério
15990,Fundef
11268,Ac
11268,Estado do acre
12205,Ação acidentária
12205,Ação de acidente de trabalho
15083,Egf
15083,Empréstimo do governo federal
15284,Es
15284,Estado do espírito santo
13544,Csll
13544,Cssl
13544,Contribuição social sobre lucro líquido (csll)
13544,Contribuição social sobre lucro líquido
13544,Contribuição social sobre o lucro líquido
12231,Ação de repetição de indébito
12231,Ação de restituição do indébito
12231,Ação de restituição de indébito
18926,Racismo
18926,Discriminação racial
18926,Preconceito racial
12249,Ação negativa de paternidade
12249,Ação de impugnação de paternidade
20371,Rj
20371,Estado do rio de janeiro
20372,Rn
20372,Estado do rio grande do norte
20373,Rs
20373,Estado do rio grande do sul
20400,Ro
20400,Estado de rondônia
20401,Rr
20401,Estado de roraima
12264,Ação de redução de preço
12264,Ação estimatória
12264,Ação de abatimento de preço
16311,Hfa
16311,Hospital das forças armadas
20658,Serviço de apoio às micro e pequenas empresas
20658,Serviço de apoio às micro e pequenas empresas (sebrae)
20658,Sebrae
20658,Serviço brasileiro de apoio às micro e pequenas empresas
14209,Departamento de estradas de rodagem
14209,Der
18437,Pa
18437,Estado do pará
18376,Pr
18376,Estado do paraná
17737,Mg
17737,Estado de minas gerais
20461,Sc
20461,Estado de santa catarina
20632,Se
20632,Estado de sergipe
17574,Mt
17574,Estado do mato grosso
17575,Ms
17575,Estado do mato grosso do sul
14741,Documento de arrecadação de receitas previdenciárias
14741,Darp
18577,Quantidade ínfima
18577,Quantidade mínima
14006,Dano infecto
14006,Dano receado
16023,Fg
16023,Função gratificada
16019,Função de confiança de direção intermediária
16019,Di
17762,Mpas
17762,Mps
17762,Ministério da previdência e assistência social
17778,Mtps
17778,Ministério do trabalho e previdência social
17778,Ministério do trabalho e da previdência social
14215,Dnc
14215,Departamento nacional de combustíveis
14210,Dipo
14210,Departamento de inquéritos policiais e polícia judiciária
14212,Detro
14212,Departamento de transportes rodoviários
15259,Ecad
15259,Escritório central de arrecadação e distribuição
16733,Instituto tecnológico da aeronáutica
16733,Ita
16733,Instituto tecnológico de aeronáutica
13294,Conselho federal de enfermagem
13294,Cofen
17751,Mefp
17751,Ministério da economia fazenda e planejamento
15982,Fies
15982,Fundo de financiamento ao estudante do ensino superior (fies)
15982,Fundo de financiamento ao estudante do ensino superior
15982,Fundo de financiamento estudantil
17756,Mic
17756,Ministério da indústria e comércio
20484,Saf
20484,Secretaria de administração federal
20726,Smu
20726,Setor militar urbano
20880,Sonorização ambiental
20880,Sonorização mecânica
13288,Copam
13288,Conselho estadual de política ambiental
14855,Dívida agrícola
14855,Dívida rural
21142,Tlp
21142,Taxa de limpeza pública
13478,Contrato atípico
13478,Contrato inominado
13478,Contrato misto
12963,Conflito de defesa
12963,Colidência de defesa
15677,Falta de serviço
15677,Culpa administrativa
21136,Tip
21136,Taxa de iluminação pública
15303,Escola particular
15303,Colégio particular
22003,Elemento espiritual da obrigação
22003,Elemento imaterial da obrigação
22003,Elemento subjetivo da obrigação
21932,Vis atrativa
21932,Vis atractiva
21932,Força atrativa
18831,Terminal portuário privativo
18831,Instalação portuária de uso privativo
18831,Porto privativo
21622,Unidade fiscal do estado de são paulo
21622,Ufesp
22041,App
22041,Área de preservação ambiental
22041,Área de preservação permanente
21347,To
21347,Estado de tocantins
17538,Ma
17538,Estado do maranhão
20998,Superintendência nacional da marinha mercante
20998,Sunamam
16712,Instituto de previdência do estado de são paulo
16712,Ipesp
17003,Junta de conciliação e julgamento
17003,Jcj
15974,Fundo de assistência habitacional
15974,Fundhab
19145,Princípio da estabilização subjetiva do processo
19145,Perpetuatio legitimationis
21729,Valor referencial de financiamento
21729,Valor de referência de financiamento
21729,Valores de referência de financiamento
21729,Vrf
13311,Conselho nacional de direito autoral
13311,Cnda
16720,Instituto de previdência e assistência dos servidores do estado
16720,Ipase
16711,Instituto de previdência do estado de santa catarina
16711,Ipesc
13033,Centrais eletricas de são paulo s/a
13033,Cesp
13033,Companhia energética de são paulo
19612,Provimento inicial
19612,Provimento autônomo
16728,Instituto nacional de estudos e pesquisas educacionais
16728,Inep
16728,Instituto nacional de estudos e pesquisas educacionais anísio teixeira
17777,Mtb
17777,Ministério do trabalho
16633,Crime de menor potencial ofensivo
16633,Delito de menor potencial ofensivo
15212,Erro de tipo escusável
15212,Erro de tipo justificável
15212,Erro de tipo inevitável
15212,Erro de tipo inculpável
15213,Erro de tipo inescusável
15213,Erro de tipo injustificável
15213,Erro de tipo evitável
15213,Erro de tipo culpável
18956,Prescrição retroativa antecipada
18956,Prescrição pela pena em perspectiva
18956,Prescrição da pena em perspectiva
18956,Prescrição virtual
21485,Tribunal regional federal
21485,Trf
16695,Idec
16695,Instituto brasileiro de defesa do consumidor
16695,Instituto de defesa do consumidor
20304,Empresa resseguradora
20304,Companhia resseguradora
20304,Instituição resseguradora
15307,Estabelecimento prisional similar
15307,Estabelecimento penal similar
13315,Cnpa
13315,Conselho nacional de política agrícola
14642,Racha
14642,Pega
14642,Competição automobilística
13495,Contratação por meio de informática
13495,Contrato informático
13495,Contrato on-line
13495,Contrato por computador
15890,Francos poincare
15890,Franco poincare
22064,Índice geral de preço - disponibilidade interna
22064,Índice geral de preços - disponibilidade interna
22064,Igp-di
17079,Judicium rescindens
17079,Iudicium rescindens
17080,Judicium rescissorium
17080,Iudicium rescissorium
19461,Refis
19461,Programa de recuperação fiscal
15112,Endosso-garantia
15112,Endosso-penhor
15112,Endosso pignoratício
13992,Cônsul de carreira
13992,Cônsul de profissão
13992,Consul missi
13992,Agente consular
21727,Quantia devida
21727,Quantum debeatur
21727,Valor devido
21727,Valor do débito
19468,Plano nacional de desestatização
19468,Programa nacional de desestatização
19468,Pnd
15115,Energia elétrica excedente para produção de bens exportáveis
15115,Epex
16721,Instituto de previdência e assistência dos servidores do estado de goiás
16721,Ipasgo
14059,Documento anual do movimento econômico-fiscal
14059,Damef
14059,Declaração anual do movimento econômico fiscal
21120,Taxa básica financeira
21120,Tbf
11465,Anvisa
11465,Agência nacional de vigilância sanitária
17122,Lavagem de capitais
17122,Ocultação de bens direitos e valores
13614,Cindaesp
13614,Coordenação nacional de demitidos e anistiados das estatais e serviços públicos
20996,Superintendência do desenvolvimento da amazônia
20996,Sudam
16717,Instituto de previdência do município
16717,Iprem
16119,Gdp
16119,Gratificação de desempenho e de produtividade
16119,Gratificação de desempenho e produtividade
16115,Gratificação de desempenho de atividade jurídica
16115,Gdaj
16714,Instituto de previdência do estado do paraná
16714,Ipepr
16710,Instituto de previdência do estado de rondônia
16710,Ipero
16709,Instituto de previdência do estado da paraíba
16709,Ipepb
16713,Instituto de previdência do estado do ceará
16713,Ipec
16713,Ipece
16719,Instituto de previdência do estado de minas gerais
16719,Ipemg
16719,Instituto de previdência dos servidores do estado de minas gerais
13490,Res sperata
13490,Contrato de reserva de localização
20787,Snpi
20787,Sistema nacional de procurados e impedidos
20788,Snuc
20788,Sistema nacional de unidades de conservação
19223,Princípio da relatividade dos efeitos do contrato
19223,Princípio da relatividade das convenções
19223,Princípio da relatividade dos efeitos do negócio jurídico contratual
11870,Ape
11870,Associação de poupança e empréstimo
16009,Fnma
16009,Fundo nacional do meio ambiente
19469,Programa nacional de fortalecimento da agricultura familiar
19469,Pronaf
16112,Gratificação de condição especial de trabalho
16112,Gcet
13308,Cnas
13308,Conselho nacional de assistência social
16000,Fundo geral de turismo
16000,Fungetur
11466,"Agência nacional do petróleo, gás natural e biocombustíveis"
11466,Anp
11466,Agência nacional do petróleo
15113,Endosso-procuração
15113,Endosso mandato
15113,Endosso procuração
15113,Endosso por procuração
15113,Endosso-delegação
15113,Endosso procuratório
15113,Endosso fiduciário
20777,Sistema integrado de administração financeira do governo federal
20777,Siafi
17687,Mercado comum do sul
17687,Mercosul
11885,Multa diária
11885,Astreinte
12473,Cadastro geral de contribuintes
12473,Cadastro nacional de pessoa jurídica
12473,Cgc
12473,Cadastro nacional de pessoas jurídicas
12473,Cnpj
16110,Gct
16110,Gratificação de atividades em ciência e tecnologia
16110,Gratificação de atividade em ciência e tecnologia
20702,Serviço social do transporte
20702,Sest
20684,Serviço nacional de aprendizagem do transporte
20684,Senat
14208,Dct
14208,Departamento dos correios e telégrafos
11461,Ans
11461,Agência nacional de saúde (ans)
11461,Agência nacional de saúde suplementar
11461,Agência nacional de saúde
14771,Moléstia transmissível
14771,Doença contagiosa
14771,Moléstia contagiosa
16129,Grm
16129,Gratificação de representação mensal
17306,Licença-gestante
17306,Licença-maternidade
18716,Pis repique
18716,Pis/repique
18715,Pis faturamento
18715,Pis/faturamento
15295,Instituição de ensino estadual
15295,Colégio estadual
15295,Escola estadual
13006,Cejai
13006,Comissão estadual judiciária de adoção internacional
13296,Cff
13296,Conselho federal de farmácia
13291,Cfb
13291,Conselho federal de biblioteconomia
13298,Cfm
13298,Conselho federal de medicina
13299,Cfmv
13299,Conselho federal de medicina veterinária
13008,Cipa
13008,Comissão interna de prevenção de acidentes
16012,Fse
16012,Fundo social de emergência
16459,Imunidade parlamentar relativa
16459,Imunidade parlamentar processual
16460,Imunidade parlamentar absoluta
16460,Inviolabilidade dos atos parlamentares
16460,Indenidade parlamentar
16460,Inviolabilidade parlamentar
16460,Imunidade real
14932,Elemento subjetivo do injusto
14932,Elemento subjetivo do crime
14932,Elemento subjetivo do delito
20242,Cláusula de reserva de plenário
20242,Princípio da reserva de plenário
20242,Cláusula da reserva da maioria
18300,Transgênico
18300,Ogm
18300,Organismo geneticamente modificado
21222,Frutos da arvore envenenada
21222,Fruits of the poisonous tree
21521,Tráfico internacional de drogas
21521,Tráfico internacional de tóxicos
15971,Fat
15971,Fundo de amparo ao trabalhador
15466,Descriminante
15466,Exclusão de ilicitude
15466,Excludente de antijuridicidade
15466,Excludente da ilicitude
15466,Causa de exclusão de ilicitude
15466,Causa de exclusão da antijuridicidade
15466,Causa excludente de ilicitude
15466,Causa excludente de antijuridicidade
15466,Excludente do crime
15466,Justificante
15466,Exclusão de criminalidade
15466,Exclusão da ilicitude
13110,Cat
13110,Comunicação de acidente de trabalho
13110,Comunicação de acidente do trabalho
11731,Agf
11731,Aquisição do governo federal
11723,Bem aquesto
11723,Adquistos
19681,Post factum impunível
19681,Fato posterior impunível
13548,Cgu
13548,Controladoria-geral da união
21160,Taxa referencial da selic
21160,Taxa referencial do sistema especial de liquidação e de custódia
21160,Taxa selic
16708,Instituto de pesos e medidas
16708,Ipem
13527,Cide
13527,Contribuição de intervenção no domínio econômico
12487,Caixa de previdência dos funcionários do banco do brasil
12487,Previ
21017,Supremacia constitucional
21017,Supremacia da norma constitucional
14601,Direitos de personalidade
14601,Direito da personalidade
14601,Direito de personalidade
15961,Fundação nacional da saúde
15961,Funasa
13005,Cerpa
13005,Comissão especial de revisão dos processos de anistia
13221,Confederação nacional de agricultura
13221,Cna
13221,Confederação nacional da agricultura
20713,60 salários mínimos
20713,60(sessenta salários mínimos)
20781,Sistema nacional de armas
20781,Sinarm
13035,Csn
13035,Companhia siderúrgica nacional
11463,Antaq
11463,Agência nacional de transportes aquaviários
12058,Apip
12058,Ausências permitidas ao trabalho
12058,Ausência permitida ao trabalho para tratar de interesse particular
12058,Ausência para tratar de interesse particular
15994,Fundo de recuperação econômica do espírito santo
15994,Funres
15994,Fundo de recuperação econômica do estado do espírito santo
19136,Princípio da efetividade processual
19136,Princípio da efetividade do processo
19136,Efetividade processual
19136,Efetividade do processo
19136,Princípio da efetividade da tutela jurisdicional
21221,Venire contra factum proprium
21221,Teoria do ato próprio
13955,Cpr
13955,Cédula de produto rural
16114,Gcg
16114,Gratificação de ciclo de gestão
16114,Gratificação do ciclo de gestão
16114,Gratificação de desempenho de atividade do ciclo de gestão
18377,Pb
18377,Estado da paraíba
13014,Ctnbio
13014,Comissão técnica nacional de biossegurança
14852,Gratificação natalina
14852,Gratificação de natal
14852,13º salário
19984,Rdd
19984,Regime disciplinar diferenciado
20487,Sucar
20487,Secretaria de estado de coordenação das administrações regionais
18385,Parcelamento especial
18385,Parcelamento especial de débitos tributários federais
18385,Refis ii
18385,Paes
15482,Execução de crime
15482,Cometimento do crime
15482,Prática do crime
15482,Prática de crime
15482,Cometimento de crime
15111,Endosso translativo
15111,Endosso traslatício
15111,Endosso translatício
21335,Quadriplegia
21335,Quadroplegia
18721,Placa de identificação
18721,Placa de carro
18721,Placa do carro
18721,Sinal de identificação externo de veículo automotor
18721,Sinal identificador de veículo
18265,Operação de swap para fins de hedge
18265,Operação de swap com proteção hedge
18265,Contrato de swap com cobertura hedge
19130,Princípio da correlação do pedido
19130,Princípio da congruência
19130,Princípio da correspondência
21372,Exercício domiciliar
21372,Trabalho domiciliar
15297,Instituição de ensino municipal
15297,Colégio municipal
15297,Escola municipal
13025,Cd
13025,Compact disc
20776,Sistema integrado de administração de recursos humanos
20776,Sistema integrado de administração de pessoal
20776,Siape
15298,Escola pública
15298,Instituição de educação pública
15298,Colégio público
15298,Instituição de ensino público
16705,Instituto de assistência e previdência do estado do piauí
16705,Iapep
19716,Quebra do sigilo dos dados telefônicos
19716,Quebra do sigilo telefônico
20587,Sinaleira
20587,Sinal de trânsito
20587,Sinal luminoso
20587,Farol
19182,Princípio da reserva legal
19182,Princípio da estrita legalidade
19182,Princípio da legalidade estrita
19182,Princípio da intervenção legalizada
19182,Nullum crimen nulla poena signe praevia lege
21877,Teleconferência
21877,Tele-audiência
21877,Vídeo-conferência
21877,Teleaudiência
13263,Cbo
13263,Conselho brasileiro de oftalmologia
16348,Empresa imobiliária
16348,Administradora de imóveis
16348,Empresa administradora de imóveis
16308,Provedor de hospedagem
16308,Provedor hospedeiro
13507,Contrato nominado
13507,Contrato nominal
19105,Princípio da livre acessibilidade
19105,Princípio da acessibilidade aos cargos públicos
19105,Princípio da ampla acessibilidade aos cargos públicos
19155,Princípio da humanização das penas
19155,Princípio da humanidade da pena
19155,Princípio da humanidade
20077,Relativização da res judicata
20077,Teoria da relativização da coisa julgada
20077,Princípio da relativização da coisa julgada
19997,Regime inicialmente semiaberto
19997,Regime inicialmente semi-aberto
19997,Regime inicial semi-aberto
15364,Eia
15364,Estudo de impacto ambiental
18409,Parentesco por cognação
18409,Parentesco por consangüinidade
18409,Parentesco carnal
15429,Enade
15429,Exame nacional de desempenho dos estudantes
16192,Guia de recolhimento do fgts e informações da previdência social
16192,Gfip
16192,Guia de recolhimento do fundo de garantia do tempo de serviço e informações à previdência social
16192,Guia de recolhimento do fgts e informações à previdência social (gfip)
21126,Taxa de coleta de lixo e limpeza pública
21126,Tcllp
21636,Universidade de são paulo
21636,Usp
12751,Certificado de entidade de fins filantrópicos
12751,Cebas
12751,Certificado de entidade beneficente de assistência social
12981,Rodotrem
12981,Cvc
12981,Combinação de veículos de carga
11454,Agência de desenvolvimento do nordeste
11454,Adene
21253,Tare
21253,Termo de acordo de regime especial
19160,Princípio da inafastabilidade do controle jurisdicional
19160,Princípio do direito de ação
19160,Princípio da inafastabilidade do judiciário
19160,Princípio do acesso à justiça
13341,Crmv
13341,Conselho regional de medicina veterinária
12777,Sala de bate papo
12777,Sala de bate-papo
20794,Endereço eletrônico
20794,Sítio eletrônico
20794,Website
18336,Pacto de san jose da costa rica
18336,Convenção americana sobre direitos humanos
18336,Pacto san jose da costa rica
18336,Pacto de san josé da costa rica
18336,Convenção americana de direitos humanos
18336,Pacto de san josé de costa rica
18336,Pacto de san jose de costa rica
18336,Pacto san josé da costa rica
16716,Instituto de previdência do estado do rio grande do sul
16716,Ipers
16716,Ipergs
11464,Antt
11464,Agência nacional de transportes terrestres
19194,Princípio da não incriminação
19194,Princípio da não autoacusação
11453,Agência brasileira de inteligência
11453,Abin
12082,Auto-acusação
12082,Autoacusação
12082,Auto-incriminação
12586,Identidade estudantil
12586,Carteira do estudante
12586,Carteira de identificação estudanil (cie)
13327,Conade
13327,Conselho nacional dos direitos da pessoa com deficiência
15996,Fusex
15996,Fundo de saúde do exército
12203,Causa maior
12203,Causa continente
12202,Causa contida
12202,Causa menor
19193,Princípio da necessidade da pena
19193,Princípio da necessariedade da pena
21329,Testemunha de vista
21329,Testemunha de viso
21617,Unidade de terapia intensiva
21617,Uti
14219,Departamento nacional de produção mineral
14219,Dnpm
20790,Sistema acusatório
20790,Sistema processual acusatório
19207,Princípio da conservação da empresa
19207,Princípio da preservação da atividade
13313,Conselho nacional de justiça
13313,Cnj
19236,Princípio da supremacia do interesse público sobre o particular
19236,Princípio da supremacia do interesse público sobre o privado
19236,Princípio do interesse público
12232,Ação social uti universi
12232,Ação social de responsabilidade civil contra o administrador
20229,Rpv
20229,Requisições de pequeno valor
20229,Requisição de pequeno valor
13017,Comitê nacional para os refugiados
13017,Conare
21255,Termo de compromisso de ajustamento de conduta
21255,Compromisso de ajustamento de conduta
21255,Tac
21255,Termo de ajustamento de conduta
16156,Gravidade genérica
16156,Gravidade em abstrato
21203,Teoria da perda de uma chance
21203,Teoria da perda de chance
19449,Programa de aceleração do crescimento
19449,Pac
15958,Fhe
15958,Fundação  habitacional do exército
19143,Princípio da inalterabilidade do libelo
19143,Princípio da estabilização do processo
19143,Princípio da estabilização da lide
19143,Princípio da estabilidade da lide
19143,Princípio da estabilidade do processo
19143,Princípio da estabilidade processual
15586,Extinção do processo sem julgamento do mérito
15586,Extinção do processo sem julgamento de mérito
15585,Extinção do processo com julgamento do mérito
15585,Extinção do processo com julgamento de mérito
16191,Guia de recolhimento da união
16191,Gru
16157,Gravidade in concreto
16157,Gravidade em concreto
16185,Guia de informação e apuração do icms
16185,Gia
13658,Corte permanente de justiça internacional
13658,Cij
13283,Conselho de segurança das nações unidas
13283,Csnu
13283,Conselho de segurança da onu
13283,Conselho de segurança da organização das nações unidas
15968,Fundo constitucional de financiamento do centro-oeste
15968,Fco
12164,Aai
12164,Avaliação ambiental integrada
17098,Lançamento de débito confessado
17098,Ldc
19447,Programa das nações unidas para o desenvolvimento
19447,Pnud
11534,Alto comissariado das nações unidas para refugiados
11534,Agência da onu para refugiados
11534,Acnur
12320,Banco internacional de reconstrução e desenvolvimento
12320,Bird
11818,Agnu
11818,Assembléia geral das nações unidas
11458,Agência internacional de energia atômica
11458,Aiea
18305,"Organização das nações unidas para a educação, ciência e cultura"
18305,Unesco
19448,Programa das nações unidas para o meio ambiente
19448,Pnuma
18309,Organização internacional do trabalho
18309,Oit
18311,Organização mundial de saúde
18311,Oms
18312,Organização mundial do comércio
18312,Omc
21481,Tpi
21481,Corte penal internacional
15289,Eas
15289,Estabelecimento assistencial de saúde
15970,Fundo das nações unidas para a infância
15970,Unicef
11294,Age
11294,Adicional de gestão educacional
21138,Tjlp
21138,Taxa de juros de longo prazo
16715,Instituto de previdência do estado do rio de janeiro
16715,Iperj
18731,Pcr
18731,Plano de comprometimento de renda
11459,Agência nacional de aviação civil
11459,Anac
13940,Câmara de comércio exterior
13940,Camex
22067,Incc
22067,Índice nacional de custo da construção
16007,Fundo nacional de segurança e educação no trânsito
16007,Funset
16007,Fundo nacional de segurança e educação de trânsito
16116,Gratificação de desempenho de atividade tributária
16116,Gdat
15190,Epi
15190,Equipamento de proteção individual
21205,Teoria da substancialização da causa de pedir
21205,Teoria da substancialização
21205,Teoria da substanciação da causa de pedir
16121,Ged
16121,Gratificação de estímulo à docência
14017,Dano moral por ricochete
14017,Dano por ricochete
20568,Dpvat
20568,Seguro obrigatório de danos pessoais causados por veículos
20568,Seguro obrigatório de danos pessoais causados por veículos (dpvat)
20568,Seguro obrigatório de danos pessoais causados por veículos automotores de via terrestre
15881,Fab
15881,Força aérea brasileira
21096,Tabela única nacional de equivalência de procedimentos
21096,Tunep
16006,Fns
16006,Fundo nacional de saúde
15882,Feb
15882,Força expedicionária brasileira
16003,Fnas
16003,Fundo nacional de assistência social
21125,Tcld
21125,Taxa de coleta de lixo domiciliar
21127,Tcdl
21127,Taxa de coleta domiciliar de lixo
16473,Propriedade improdutiva
16473,Terra improdutiva
11595,República de angola
11595,República popular de angola
21130,Tcfa
21130,Taxa de controle e fiscalização ambiental
21538,Tnu
21538,Turma nacional de uniformização
15945,Motivação per relationem
15945,Aliunde
21197,Teoria da carga dinâmica da prova
21197,Teoria dinâmica do ônus da prova
21197,Teoria dinâmica da distribuição do ônus da prova
22004,Vírus da imunodeficiência humana
22004,Hiv
21152,Tsa
21152,Taxa de serviços administrativos
14381,Taxa de condomínio
14381,Taxa condominial
14763,Enfermidade incapacitante
14763,Moléstia incapacitante
16135,Gecc
16135,Gratificação por encargo de curso ou concurso
11394,Bareboat
11394,Demise charter parties
16387,Imposto de renda pessoa jurídica
16387,Irpj
16387,Imposto de renda da pessoa jurídica
16387,Imposto de renda de pessoa jurídica
15953,Geap
15953,Fundação de seguridade social
20999,Previc
20999,Superintendência nacional de previdência complementar
12452,Bônus do tesouro nacional fiscal
12452,Btnf
20378,Rat
20378,Risco ambiental de trabalho
22069,Índice de preços ao consumidor amplo
22069,Ipca
22069,Índice de preços ao consumidor amplo (ipca)
13539,Contribuição provisória sobre movimentação financeira
13539,Cpmf
13539,Contribuição provisória  sobre   movimentação  financeira (cpmf)
21113,Tec
21113,Tarifa de emissão de carnê
12738,Cpen
12738,Certidão positiva de débito com efeitos de negativa
12738,Cpd-en
12738,Certidão positiva com efeitos de negativa
11240,Acidente vascular cerebral
11240,Avc
11455,Agefis-df
11455,Agência de fiscalização do df
21774,Vantagem nominalmente identificada
21774,Vantagem pessoal nominalmente identificada
21774,Vpni
20785,Sisnad
20785,Sistema nacional de políticas publicas sobre drogas
16190,Guia de recolhimento da previdência social
16190,Grps
14217,Dnit
14217,Departamento nacional de infraestrutura de transportes
14740,Darj
14740,Documento de arrecadação de receitas judiciárias
20782,Sinase
20782,Sistema nacional de atendimento socioeducativo
15729,Fap
15729,Fator acidentário de prevenção
15729,Fator acidentário previdenciário
14182,Dcp
14182,Demonstrativo do crédito presumido
14182,Demonstrativo de crédito presumido
14182,Demonstrativo de crédito presumido (dcp)
11305,Aq
11305,Adicional de qualificação
18362,Xingamento
18362,Palavrão
18321,Onalt
18321,Outorga onerosa de alteração de uso
19989,Reintegra
19989,Regime especial de reintegração de valores tributários para as empresas exportadoras
15980,Fesa-sfh
15980,Fundo de equalização de sinistralidade da apólice de seguro habitacional
15980,Fundo de equalização de sinistralidade da apólice
12472,Cnis
12472,Cadastro nacional de informações sociais
21115,Tusd
21115,Tarifa de uso do sistema de distribuição de energia elétrica
17813,Meg
17813,Monoetilenoglicol
16180,Gps
16180,Guia da previdência social
13272,Cau/br
13272,Conselho de arquitetura e urbanismo do brasil
13273,Cau/df
13273,Conselho de arquitetura e urbanismo do distrito federal
13273,Conselho de arquitetura e urbanismo dos estados e do distrito federal (caus)
21110,Tust
21110,Tarifa de uso do sistema de transmissão de energia elétrica
21114,Trc
21114,Tarifa de renovação de cadastro
20349,Revaloração de fatos
20349,Revaloração de prova
20349,Revaloração das provas
21621,Unidade fiscal de referência do estado do maranhão
21621,Ufr-ma
13262,Carf
13262,Conselho administrativo de recursos fiscais
21151,Taxa de serviço de assessoria técnico-imobiliária
21151,Taxa de serviços de assessoria técnico-jurídico imobiliária
21151,Taxa sati
20659,Sati
20659,Serviço de assessoria técnico-imobiliária
20659,Serviço de assessoria técnico-jurídico imobiliária
20659,Serviço de assessoria imobiliária
16118,Gratificação de desempenho do plano geral de cargos do poder executivo
16118,Gdpgpe
21139,Taxa pela emissão de licença de importação
21139,Taxa de emissão de guia de importação
13032,Sabesp
13032,Companhia de saneamento básico do estado de são paulo
15999,Fgc
15999,Fundo garantidor de créditos
15999,Fundo garantidor de crédito
12476,Cadastro único de convênio
12476,Cauc
16385,Ir
16385,Imposto de renda
20704,Serviço social rural
20704,Ssr
18595,Perfil profissiográfico previdenciário
18595,Ppp
18380,Parcela autônoma de magistério
18380,Pam
18380,Parcela autônoma do magistério
21750,Valor patrimonial da ação
21750,Vpa
19678,Página web
19678,Página na internet
20772,Selic
20772,Sistema especial de liquidação e de custódia
20772,Sistema especial de liquidação e custódia
21153,Taxa de utilização do sistema integrado de comércio exterior
21153,Siscomex
11258,Mutual legal assistance treaty (mlat)
11258,Mlat
11258,Tratado de mútua assistência em matéria penal
11258,Acordo de cooperação judiciária e assistência mútua em matéria penal
13832,Exame cruzado
13832,Sistema cross examination
13832,Procedimento cross examination
13832,Cross-examination
19467,Pnae
19467,Programa nacional de alimentação escolar
14840,Dever de mitigar o próprio prejuízo
14840,Teoria do duty to mitigate the loss
14840,Princípio do duty to mitigate the loss
15992,Fundo de participação dos municípios
15992,Fpm
16410,Icms/st
16410,Icms - substituição tributária
16410,Icms - st
15989,Fundo de manutenção e desenvolvimento da educação básica e de valorização dos profissionais da educação
15989,Fundeb
13589,Teoria da conversão
13589,Princípio da conversão do negócio jurídico
